SN,NEWID,GENDER,PSLE,REPEAT,INTAKE,SEC SCHOOL,PW,KI,GP,KI (A),MA2,FM2,CP2,PH2,CH2,BY2,EL2,EL2 (A),ELL2,EC2,EC2 (A),EH2,EH2 (A),EG2,EG2 (A),S1_2,S2_2,S3_2,S4_2,S5_2,FR2,GM2,JP2,SP2,MA1,PH1,CH1,BY1,EL1,EC1,EH1,EG1,MA3-MOE,PH3-MOE,CH3-MOE,BY3-MOE,EC3-MOE,S1_3-MOE,NO OF CCA
390,20180390,F,270,NA,IP (Y),SCHOOL Y,0,,74,,65.5,,,76.4,81.3,,,,,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
391,20180391,F,259,NA,IP (Y),SCHOOL Y,0,,55,,62,,,,68.2,,,,,,,,,56.5,,,,,,,,,,,,,,,,65.6,,,,,,,,,1
392,20180392,F,262,NA,IP (Y),SCHOOL Y,0,,57,,50.5,,,,53.2,59,,,,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
393,20180393,F,234,NA,DSA (CCA),TEMASEK SECONDARY SCHOOL,0,,53,,42.5,,,,,,,,,45.1,,,,63.3,,,,,,,,,,,,,,,56,,,,,,,,,,1
394,20180394,F,268,NA,IP (Y),SCHOOL Y,0,,,77.5,,,,,,,,77,,,47.5,,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,2
395,20180395,F,261,NA,IP (Y),SCHOOL Y,0,,61,,66.5,,,52.6,75.4,,,,,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
396,20180396,F,259,NA,IP (Y),SCHOOL Y,0,,57,,35,,,,,48.4,,,,48.7,,,,,,,,,,,,,,,,,68.8,,,,,,,,,,,,1
397,20180397,F,257,NA,IP (Y),SCHOOL Y,0,,56,,25.5,,,,48.9,,,,,,,,,,,,,,53.3,,,,,,,,,,,55.6,,,,,,,,,1
398,20180398,M,247,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,0,,55,,78.5,,,67,66.4,,,,,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
399,20180399,M,0,NA,IP (X),SCHOOL X,0,,54,,71,,,,69.8,67.3,,,,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
400,20180400,M,264,NA,IP (X),SCHOOL X,0,,64,,78,,,,79.2,70.8,,,,,,,,62.1,,,,,,,,,,,,,,,,,,,,,,,,,1
401,20180401,F,260,NA,IP (Y),SCHOOL Y,0,,55,,29,,,,54.6,49.5,,,,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
402,20180402,F,252,NA,Appeals (Academic),METHODIST GIRLS' SCHOOL (SECONDARY),0,,59,,50,,,50.4,57.2,,,,,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
403,20180403,F,240,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),0,,54,,59.5,,,,52.6,57.6,,,,,,,,,,,,53.5,,,,,,,,,,,,,,,,,,,,,1
404,20180404,M,248,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),0,,56,,76.5,,,71.4,79.8,,,,,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
405,20180405,F,253,NA,IP (Y),SCHOOL Y,0,,55,,51,,,,54.1,42.4,,,,,,,,,,,,,,,,,,,,,,,,52.2,,,,,,,,,2
406,20180406,M,242,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),0,,56,,54.5,,,40.4,59.3,,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
407,20180407,F,255,NA,IP (Y),SCHOOL Y,0,,48,,69,,,54.5,69.6,,,,,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
408,20180408,F,258,NA,IP (Y),SCHOOL Y,0,,60,,70,,,,67.8,66.2,,,,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
409,20180409,F,264,NA,IP (Y),SCHOOL Y,0,,EX,,MC,,,,MC,,,,,EX,,,,EX,,,,,,,,,,,,,,,,,,,,,,,,,1
410,20180410,F,246,NA,JAE Ordinary Admission,CRESCENT GIRLS' SCHOOL,0,,70,,68.5,,,,76,76.8,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.7,,,1
411,20180411,M,255,NA,IP (X),SCHOOL X,0,,53,,71.5,,,56.6,64.4,,,,,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
412,20180412,M,263,NA,IP (X),SCHOOL X,0,,63,,62,,,,70.6,65.6,,,,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
413,20180413,F,263,NA,IP (Y),SCHOOL Y,0,,60,,58.5,,,,56.7,58.8,,,,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
414,20180414,F,232,NA,DSA (CCA),CHIJ ST. NICHOLAS GIRLS' SCHOOL,0,,59,,46,,,,40.7,,,,,,,59.5,,,,,,,,,,,,,,,,,,61.1,,,,,,,,,1
415,20180415,M,237,NA,JAE Ordinary Admission,MARIS STELLA HIGH SCHOOL,0,,50,,61.5,,,50.4,61.2,,,,,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
416,20180416,M,252,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,0,,50,,48,,,47.8,55.8,,,,,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
417,20180417,M,252,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,0,,62,,67.5,,,64.1,70.5,,,,,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
418,20180418,F,245,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,0,,57,,,,,,,,66,,60,57.5,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,1
419,20180419,M,257,NA,IP (X),SCHOOL X,0,,69.5,,55.5,,,,,,,60.7,,,53.6,,,,64,,,,,,,,,,,,,,,,,,,,,,,,2
420,20180420,M,261,NA,IP (X),SCHOOL X,0,,63,,75.5,,,,88.3,85.6,,,,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
421,20180421,M,255,NA,IP (X),SCHOOL X,0,,69,,80.5,,,78.5,84.9,,,,,62.3,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,1
422,20180422,M,250,NA,IP (X),SCHOOL X,0,,63,,53.5,,,,60.9,,,,,48.8,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2
423,20180423,F,264,NA,IP (Y),SCHOOL Y,0,,63,,83,,,,87.4,77.7,,,,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
424,20180424,M,255,NA,IP (X),SCHOOL X,0,,58,,82,,,71.1,78.9,,,,,,,,,,,,,,,,,,,,,,,,,64.4,,,,,,,,,1
425,20180425,F,248,NA,JAE Ordinary Admission,CRESCENT GIRLS' SCHOOL,0,,58,,57.5,,,,74,77.4,,,,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
426,20180426,M,240,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),0,,50,,55,,,,60.1,60.6,,,,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
427,20180427,M,251,NA,IP (X),SCHOOL X,0,,76,,60,,,57.9,70.3,,,,,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,2
428,20180428,M,252,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,0,,58,,70,,,,65.9,70,,,,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
429,20180429,F,261,NA,IP (Y),SCHOOL Y,0,,63,,61.5,,,56.3,69.9,,,,,,,,,48.7,,,,,,,,,,,,,,,,,,,,,,,,,1
430,20180430,M,247,NA,IP (X),SCHOOL X,0,,72,,71,,,,,,74.7,,,65.5,,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1
431,20180431,M,261,NA,IP (X),SCHOOL X,0,,56,,65.5,,66.8,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,66.7,,,,,,,,,1
432,20180432,F,249,NA,JAE Ordinary Admission,CEDAR GIRLS' SECONDARY SCHOOL,0,,60,,73,,,,73.2,64.4,,,,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
433,20180433,F,254,NA,IP (Y),SCHOOL Y,0,,56,,47.5,,,,50.3,54,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,1
434,20180434,F,257,NA,IP (Y),SCHOOL Y,0,,61,,48,,,,48.1,56.2,,,,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
435,20180435,F,257,NA,IP (Y),SCHOOL Y,0,,53,,,,,,,,56.7,,,39.6,,,,42.2,,,,,,,,,,,59,,,,,,,,,,,,,,1
436,20180436,F,261,NA,IP (Y),SCHOOL Y,0,,52,,49.5,,,,47.8,59.2,,,,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
437,20180437,F,246,NA,DSA,CRESCENT GIRLS' SCHOOL,0,,65,,,,,,71.3,69.1,,,,54.9,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,2
438,20180438,M,264,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,0,,75,,53,,,,68.2,72.2,,,,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,65.3,,,2
439,20180439,M,214,Repeat Yr1,DSA (CCA),ANGLICAN HIGH SCHOOL,0,,50,,36.5,,,,42.4,,,,,MC,,,,,,,,,,,,,,,,,,,,,MC,,,,,,,,0
440,20180440,M,252,NA,IP (X),SCHOOL X,0,,63,,,,,,,,70,,,50.4,,60.5,,,,,,,,,,,,,90,,,,,,,,,,,,,,1
441,20180441,F,243,NA,JAE Ordinary Admission,SINGAPORE CHINESE GIRLS' SCHOOL,0,,51,,50.5,,,,66.7,60.3,,,,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
442,20180442,F,265,NA,IP (Y),SCHOOL Y,0,,59,,73,,,55.6,54.2,,,,,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
443,20180443,M,242,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,0,,57,,73,,,,77.3,78,,,,,,,,66.2,,,,,,,,,,,,,,,,,,,,,,,,,1
444,20180444,F,260,NA,IP (Y),SCHOOL Y,0,77.5,,,91.5,,,85.2,88.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,2
445,20180445,F,239,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),0,,55,,56,,,50.4,,,,,,57.3,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,1
446,20180446,F,255,NA,JAE Ordinary Admission,BUKIT PANJANG GOVT. HIGH SCHOOL,0,,58,,70.5,,,64,73.2,,,,,,,,,,,,,,,,76.3,,,,,,,,,,,,,,,,,,1
447,20180447,M,256,NA,DSA (CCA),SCHOOL X,0,,62,,77.5,,,,71.5,,,,,58.1,,,,63.1,,,,,,,,,,,,,,,,,,,,,,,,,1
448,20180448,M,244,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,0,,59,,63.5,,,,69.2,68,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
449,20180449,F,255,NA,IP (Y),SCHOOL Y,0,,52,,,,,,,,,,,34.8,,,,,,,,54.8,50.5,,,,,,69,,,,,,,,,,,,,,1
450,20180450,M,241,NA,JAE Ordinary Admission,ZHONGHUA SECONDARY SCHOOL,0,,58,,67.5,,,,60.7,,61.3,,,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
451,20180451,F,260,NA,IP (Y),SCHOOL Y,0,,51,,53.5,,,,53.5,64.2,,,,,,,,,,,,,64.8,,,,,,,,,,,,,,,,,,,,1
452,20180452,F,244,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,0,,60,,58,,,,48.9,59.5,,,,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
453,20180453,M,255,NA,IP (X),SCHOOL X,0,,57,,42,,,,,,54,,,54.7,,,,51.8,,,,,,,,,,,,,,,,,,,,,,,,,1
454,20180454,F,259,NA,IP (Y),SCHOOL Y,0,,62,,53.5,,,,57.4,56.8,,,,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
455,20180455,M,257,NA,IP (X),SCHOOL X,0,,67,,74.5,,,,85.1,78.6,,,,71.2,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,1
456,20180456,F,258,NA,IP (Y),SCHOOL Y,0,,69,,79.5,,,73.1,79,,,,,,,,,,,,,,68.6,,,,,,,,,,,,,,,,,,,,1
457,20180457,F,258,NA,IP (Y),SCHOOL Y,0,,49,,77,64.5,,59.7,,,,,,48.1,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,1
458,20180458,M,256,NA,IP (X),SCHOOL X,0,,71,,64,,,,72.7,66.9,,,,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
459,20180459,M,266,NA,IP (X),SCHOOL X,0,,58,,65.5,,,59.1,67,,,,,,,,,,,,,,,,,,,,,,,,,66.7,,,,,,,,,1
460,20180460,F,261,NA,IP (Y),SCHOOL Y,0,,63,,76.5,,,,69.2,60.2,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,1
461,20180461,F,265,NA,IP (Y),SCHOOL Y,0,,63,,70.5,,,54.5,66.4,,,,,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
462,20180462,F,253,NA,JAE Ordinary Admission,ANDERSON SECONDARY SCHOOL,0,,55,,,,,,,,56,,,37.1,,52,,,,,,,,,,,,,66,,,,,,,,,,,,,,1
463,20180463,M,237,NA,JAE Ordinary Admission,COMMONWEALTH SECONDARY SCHOOL,0,,67,,50,,,,,,66,,,54.3,,,,67.4,,,,,,,,,,,,,,,,,,,,,,,,,1
464,20180464,M,237,NA,IP (X),SCHOOL X,0,,60,,61.5,,,62.6,58.4,,,,,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
465,20180465,M,262,NA,IP (X),SCHOOL X,0,,62,,70.5,,,64.4,74.9,,,,,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
466,20180466,M,259,NA,IP (X),SCHOOL X,0,,,70.8,48,,,,,,,70,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,2
467,20180467,F,259,NA,IP (Y),SCHOOL Y,0,,67,,53.5,,,,60.6,56.9,,,,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
468,20180468,F,261,NA,IP (Y),SCHOOL Y,0,,55,,58,,,,71.1,56.3,,,,,,,,,,,,,58.6,,,,,,,,,,,,,,,,,,,,1
469,20180469,M,262,NA,IP (X),SCHOOL X,0,,60,,76,,,,84.6,81.8,,,,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
470,20180470,F,249,NA,JAE Ordinary Admission,ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,0,,55,,32,,,,,,65.3,,,58.9,,,,61.3,,,,,,,,,,,,,,,,,,,,,,,,,1
471,20180471,F,250,NA,DSA (CCA),METHODIST GIRLS' SCHOOL (SECONDARY),0,,57,,59.5,,,58,52.3,,,,,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
472,20180472,M,252,NA,IP (X),SCHOOL X,0,,60,,55.5,,,,60.6,66.9,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
473,20180473,F,233,NA,DSA (CCA),PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),0,,55,,53,,,40,44.8,,,,,,,,,40.1,,,,,,,,,,,,,,,,,,,,,,,,,1
474,20180474,F,247,NA,IP (Y),SCHOOL Y,0,,56,,43.5,,,,45.1,48.4,,,,,,,,,,,,,,,,,,,,,,,,66.7,,,,,,,,,1
475,20180475,M,236,NA,JAE Ordinary Admission,FUHUA SECONDARY SCHOOL,0,,51,,75.5,,,,70.7,68.1,,,,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
476,20180476,F,263,NA,IP (Y),SCHOOL Y,0,,65,,69,,,,71.8,78.7,,,,,,,,,,,,,67.6,,,,,,,,,,,,,,,,,,,,1
477,20180477,F,267,NA,IP (Y),SCHOOL Y,0,,61,,57,,,,,,64.7,,,56.3,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,1
478,20180478,F,250,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,0,,56,,71,,,58.5,65.3,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
479,20180479,M,251,NA,IP (X),SCHOOL X,0,,57,,58.5,,,49.9,59.7,,,,,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
480,20180480,M,243,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,0,,68,,67,,,,73.8,73.6,,,,,,,,71.4,,,,,,,,,,,,,,,,,,,,,,,,,1
481,20180481,M,258,NA,DSA,SCHOOL X,0,,56,,56.5,,,56.5,67.8,,,,,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
482,20180482,F,247,NA,JAE Ordinary Admission,SINGAPORE CHINESE GIRLS' SCHOOL,0,,62,,,,,,,,70.7,,,56.1,,72.5,,,,,,,,,,,,,67,,,,,,,,,,,,,,1
483,20180483,F,265,NA,IP (Y),SCHOOL Y,0,,63,,48.5,,,,52.3,58,,,,,,,,,,,,,64.8,,,,,,,,,,,,,,,,,,,,2
484,20180484,F,267,NA,IP (Y),SCHOOL Y,0,,58,,38.5,,,,48.2,,,,,38.8,,,,,,,,,53.8,,,,,,,,,,,,,,,,,,,,1
485,20180485,F,261,NA,IP (Y),SCHOOL Y,0,,67,,59,,,46.3,57.7,,,,,,,,,,,,,,,,,73.8,,,,,,,,,,,,,,,,,2
486,20180486,M,255,NA,IP (X),SCHOOL X,0,,56,,72,,,55,69.6,,,,,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
487,20180487,M,257,NA,IP (X),SCHOOL X,0,,62,,77,,,,64.8,68.7,,,,50.8,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,1
488,20180488,F,241,NA,JAE Ordinary Admission,XINMIN SECONDARY SCHOOL,0,,65,,67.5,,,56.5,68.1,,,,,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
489,20180489,F,254,NA,IP (Y),SCHOOL Y,0,,61,,69.5,,,,72.7,69.3,,,,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
490,20180490,F,269,NA,IP (Y),SCHOOL Y,0,,64,,73,,,,77.8,72.5,,,,,,,,,,,,,68.1,,,,,,,,,,,,,,,,,,,,1
491,20180491,F,245,NA,JAE Ordinary Admission,CRESCENT GIRLS' SCHOOL,0,,58,,67.5,,,,72.1,68.9,,,,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
492,20180492,M,238,NA,JAE Ordinary Admission,MARIS STELLA HIGH SCHOOL,0,,54,,81.5,67.5,,69.4,,,,,,51.2,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,1
493,20180493,M,248,NA,IP (X),SCHOOL X,0,,56,,63.5,,,48.7,57.7,,,,,,,,,,,,,,,,,,,,,,,,,53.3,,,,,,,,,1
494,20180494,M,244,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),0,,51,,28,,,,43.3,56.1,,,,,,,,58.4,,,,,,,,,,,,,,,,,,,,,,,,,2
495,20180495,F,260,NA,IP (Y),SCHOOL Y,0,,66,,52.5,,,,69.6,68.2,,,,,,,,,,,,,,,,,,,,,,,66.7,,,,,,,,,,1
496,20180496,M,251,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,0,,43,,49.5,,,44.3,48.4,,,,,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
497,20180497,F,264,NA,IP (Y),SCHOOL Y,0,,71,,78.5,,,,75.1,76.7,,,,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
498,20180498,M,253,NA,IP (X),SCHOOL X,0,,47,,49.5,,,,36.7,,,,,,,51,,,,,,,,,,,,,,,,,,45.6,,,,,,,,,1
499,20180499,F,239,NA,JAE Ordinary Admission,SWISS COTTAGE SECONDARY SCHOOL,0,,53,,29,,,,44.4,,,,,,,,,43.7,,,,,,,,,,,,,,,,65.6,,,,,,,,,1
500,20180500,F,255,NA,IP (Y),SCHOOL Y,0,,58,,57.5,,,,71.3,61.6,,,,,,,,,,,,,61.4,,,,,,,,,,,,,,,,,,,,1
