NEWID,GENDER,PSLE,REPEAT,INTAKE,SEC SCHOOL,PW,GP,KI,KI (A),MA2,FM2,CP2,PH2,CH2,BY2,EL2,EL2 (A),ELL2,EC2,EC2 (A),EH2,EH2 (A),EG2,EG2 (A),S1_2,S2_2,S3_2,S4_2,S5_2,FR2,GM2,JP2,SP2,MA1,PH1,CH1,BY1,EL1,EC1,EH1,EG1,MA3-MOE,PH3-MOE,CH3-MOE,BY3-MOE,EC3-MOE,S1_3-MOE,PW,MTL,P/F,RANK,%,MSG/GPA,PTS,NO OF CCA
20180396,F,259,NA,IP (Y),SCHOOL Y,A,C,,,U,,,,,E,,,,E,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,A,A,Passed,1085,6,4.6,46.25,1
20180397,F,257,NA,IP (Y),SCHOOL Y,A,C,,,U,,,,E,,,,,,,,,,,,,,D,,,,,,,,,,,C,,,,,,,,,A,A,Passed,1077,6,4.5,47.5,1
20180398,M,247,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,A,C,,,A,,,B,B,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,531,54,2.3,77.5,1
20180399,M,0,NA,IP (X),SCHOOL X,B,D,,,A,,,,A,B,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,420,63,1.8,80,1
20180400,M,264,NA,IP (X),SCHOOL X,A,B,,,A,,,,A,A,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,65,94,1.2,87.5,1
20180401,F,260,NA,IP (Y),SCHOOL Y,B,C,,,U,,,,C,D,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,B,Passed,1025,11,4.4,53.75,1
20180402,F,252,NA,Appeals (Academic),METHODIST GIRLS' SCHOOL (SECONDARY),B,C,,,D,,,D,C,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,E,Passed,944,18,3.8,61.25,1
20180403,F,240,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),A,D,,,B,,,,D,C,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,A,A,Passed,836,27,3,67.5,1
20180404,M,248,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),A,C,,,A,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,144,87,1.2,86.25,1
20180405,F,253,NA,IP (Y),SCHOOL Y,B,C,,,D,,,,D,S,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,B,A,Passed,1038,10,4.3,52.5,2
20180406,M,242,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),A,C,,,C,,,S,C,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,836,27,3.2,67.5,1
20180407,F,255,NA,IP (Y),SCHOOL Y,A,E,,,B,,,C,A,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,688,40,2.3,73.75,1
20180408,F,258,NA,IP (Y),SCHOOL Y,A,B,,,A,,,,B,B,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,361,68,1.9,81.25,2
20180409,F,264,NA,IP (Y),SCHOOL Y,A,EX,,,MC,,,,MC,,,,,EX,,,,EX,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Failed,1154,0,1,10,1
20180410,F,246,NA,JAE Ordinary Admission,CRESCENT GIRLS' SCHOOL,A,A,,,B,,,,A,A,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,,,A,B,Passed,144,87,1.4,86.25,1
20180411,M,255,NA,IP (X),SCHOOL X,B,D,,,A,,,C,B,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,B,Passed,638,44,2.2,75,1
20180412,M,263,NA,IP (X),SCHOOL X,A,B,,,B,,,,A,B,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,361,68,1.9,81.25,1
20180413,F,263,NA,IP (Y),SCHOOL Y,A,B,,,C,,,,C,C,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,792,31,3,70,1
20180414,F,232,NA,DSA (CCA),CHIJ ST. NICHOLAS GIRLS' SCHOOL,A,C,,,E,,,,S,,,,,,,B,,,,,,,,,,,,,,,,,,B,,,,,,,,,A,B,Passed,972,15,3.6,58.75,1
20180415,M,237,NA,JAE Ordinary Admission,MARIS STELLA HIGH SCHOOL,A,D,,,B,,,D,B,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,728,37,2.6,72.5,2
20180416,M,252,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,A,D,,,E,,,E,C,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,S,Passed,972,15,3.9,58.75,1
20180417,M,252,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,A,B,,,B,,,B,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,309,73,1.7,82.5,1
20180418,F,245,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,A,C,,,,,,,,,B,,B,C,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,A,B,Passed,531,54,2,77.5,1
20180419,M,257,NA,IP (X),SCHOOL X,A,A,,,C,,,,,,,B,,,D,,,,B,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,594,48,2.6,76.25,2
20180420,M,261,NA,IP (X),SCHOOL X,A,B,,,A,,,,A,A,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,65,94,1.2,87.5,1
20180421,M,255,NA,IP (X),SCHOOL X,A,B,,,A,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,PA,,,,A,A,Passed,65,94,1.2,87.5,1
20180422,M,250,NA,IP (X),SCHOOL X,B,B,,,D,,,,B,,,,,E,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,B,C,Passed,836,27,3.3,67.5,2
20180423,F,264,NA,IP (Y),SCHOOL Y,A,B,,,A,,,,A,A,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,65,94,1.2,87.5,1
20180424,M,255,NA,IP (X),SCHOOL X,B,C,,,A,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,B,A,Passed,192,83,1.3,85,1
20180425,F,248,NA,JAE Ordinary Admission,CRESCENT GIRLS' SCHOOL,A,C,,,C,,,,A,A,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,470,59,2.1,78.75,1
20180426,M,240,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),A,D,,,C,,,,B,B,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,D,Passed,728,37,2.6,72.5,1
20180427,M,251,NA,IP (X),SCHOOL X,A,A,,,B,,,C,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,,A,A,Passed,309,73,1.9,82.5,2
20180428,M,252,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,A,C,,,A,,,,B,A,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,361,68,1.9,81.25,1
20180429,F,261,NA,IP (Y),SCHOOL Y,A,B,,,B,,,C,A,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,594,48,2.6,76.25,1
20180430,M,247,NA,IP (X),SCHOOL X,A,A,,,A,,,,,,A,,,B,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,144,87,1.4,86.25,1
20180431,M,261,NA,IP (X),SCHOOL X,A,C,,,B,,B,D,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,A,A,Passed,688,40,2.4,73.75,1
20180432,F,249,NA,JAE Ordinary Admission,CEDAR GIRLS' SECONDARY SCHOOL,A,B,,,A,,,,A,B,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,Passed,267,76,1.7,83.75,1
20180433,F,254,NA,IP (Y),SCHOOL Y,B,C,,,E,,,,D,D,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,B,A,Passed,905,21,3.6,63.75,1
20180434,F,257,NA,IP (Y),SCHOOL Y,A,B,,,E,,,,E,C,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,944,18,3.9,61.25,1
20180435,F,257,NA,IP (Y),SCHOOL Y,A,D,,,,,,,,,C,,,S,,,,S,,,,,,,,,,,C,,,,,,,,,,,,,,A,B,Passed,1069,7,4.3,48.75,1
20180436,F,261,NA,IP (Y),SCHOOL Y,A,D,,,D,,,,E,C,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,972,15,3.9,58.75,1
20180437,F,246,NA,DSA,CRESCENT GIRLS' SCHOOL,A,B,,,,,,,A,B,,,,C,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,A,A,Passed,361,68,1.8,81.25,2
20180438,M,264,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,A,A,,,D,,,,B,A,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,ME,,,A,A,Passed,361,68,2.1,81.25,2
20180439,M,214,Repeat Yr1,DSA (CCA),ANGLICAN HIGH SCHOOL,A,D,,,U,,,,S,,,,,MC,,,,,,,,,,,,,,,,,,,,,MC,,,,,,,,A,E,Failed,1145,0,5.4,21.25,0
20180440,M,252,NA,IP (X),SCHOOL X,A,B,,,,,,,,,A,,,D,,B,,,,,,,,,,,,,A,,,,,,,,,,,,,,A,D,Passed,470,59,2,78.75,1
20180441,F,243,NA,JAE Ordinary Admission,SINGAPORE CHINESE GIRLS' SCHOOL,A,D,,,D,,,,B,B,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,728,37,2.6,72.5,1
20180442,F,265,NA,IP (Y),SCHOOL Y,A,C,,,A,,,C,D,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,887,23,3.4,65,1
20180443,M,242,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,A,C,,,A,,,,A,A,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,144,87,1.2,86.25,1
20180444,F,260,NA,IP (Y),SCHOOL Y,A,,A,,A,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,DI,,,,,,A,A,Passed,1,100,1,90,2
20180445,F,239,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),A,C,,,C,,,D,,,,,,C,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,814,29,3,68.75,1
20180446,F,255,NA,JAE Ordinary Admission,BUKIT PANJANG GOVT. HIGH SCHOOL,A,C,,,A,,,B,A,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,A,B,Passed,144,87,1.2,86.25,1
20180447,M,256,NA,DSA (CCA),SCHOOL X,B,B,,,A,,,,A,,,,,C,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,309,73,1.8,82.5,1
20180448,M,244,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,A,C,,,B,,,,B,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,470,59,1.9,78.75,2
20180449,F,255,NA,IP (Y),SCHOOL Y,A,D,,,,,,,,,,,,U,,,,,,,,C,D,,,,,,B,,,,,,,,,,,,,,A,A,Passed,1038,10,3.9,52.5,1
20180450,M,241,NA,JAE Ordinary Admission,ZHONGHUA SECONDARY SCHOOL,A,C,,,B,,,,B,,B,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,531,54,2.1,77.5,1
20180451,F,260,NA,IP (Y),SCHOOL Y,A,D,,,D,,,,D,B,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,A,A,Passed,792,31,2.8,70,1
20180452,F,244,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,A,B,,,C,,,,E,B,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,764,33,3,71.25,1
20180453,M,255,NA,IP (X),SCHOOL X,B,C,,,S,,,,,,D,,,C,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,B,B,Passed,972,15,4,58.75,1
20180454,F,259,NA,IP (Y),SCHOOL Y,A,B,,,D,,,,C,C,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,866,25,3.4,66.25,1
20180455,M,257,NA,IP (X),SCHOOL X,A,B,,,A,,,,A,A,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,PA,,,,A,A,Passed,25,97,1,88.75,1
20180456,F,258,NA,IP (Y),SCHOOL Y,A,B,,,A,,,A,A,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,A,A,Passed,65,94,1.2,87.5,1
20180457,F,258,NA,IP (Y),SCHOOL Y,A,E,,,A,B,,B,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,UC,,,,,A,A,Passed,638,44,2.3,75,1
20180458,M,256,NA,IP (X),SCHOOL X,A,A,,,B,,,,A,B,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,144,87,1.4,86.25,1
20180459,M,266,NA,IP (X),SCHOOL X,A,C,,,B,,,C,B,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,A,B,Passed,594,48,2.1,76.25,1
20180460,F,261,NA,IP (Y),SCHOOL Y,A,B,,,A,,,,B,B,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,A,A,Passed,309,73,1.7,82.5,1
20180461,F,265,NA,IP (Y),SCHOOL Y,A,B,,,A,,,C,B,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,361,68,1.9,81.25,2
20180462,F,253,NA,JAE Ordinary Admission,ANDERSON SECONDARY SCHOOL,A,C,,,,,,,,,C,,,U,,D,,,,,,,,,,,,,B,,,,,,,,,,,,,,A,B,Passed,1025,11,3.9,53.75,1
20180463,M,237,NA,JAE Ordinary Admission,COMMONWEALTH SECONDARY SCHOOL,A,B,,,D,,,,,,B,,,D,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,728,37,2.8,72.5,1
20180464,M,237,NA,IP (X),SCHOOL X,B,B,,,B,,,B,C,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,C,Passed,638,44,2.4,75,2
20180465,M,262,NA,IP (X),SCHOOL X,B,B,,,A,,,B,A,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,144,87,1.3,86.25,1
20180466,M,259,NA,IP (X),SCHOOL X,A,,,A,E,,,,,,,A,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,Passed,638,44,2.3,75,2
20180467,F,259,NA,IP (Y),SCHOOL Y,B,B,,,D,,,,B,C,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,814,29,3.1,68.75,1
20180468,F,261,NA,IP (Y),SCHOOL Y,A,C,,,C,,,,A,C,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,A,A,Passed,638,44,2.3,75,1
20180469,M,262,NA,IP (X),SCHOOL X,A,B,,,A,,,,A,A,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,65,94,1.2,87.5,1
20180470,F,249,NA,JAE Ordinary Admission,ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,A,C,,,U,,,,,,B,,,C,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,A,C,Passed,836,27,3.2,67.5,1
20180471,F,250,NA,DSA (CCA),METHODIST GIRLS' SCHOOL (SECONDARY),A,C,,,B,,,C,D,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,E,Passed,814,29,3,68.75,1
20180472,M,252,NA,IP (X),SCHOOL X,A,B,,,C,,,,B,B,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,638,44,2.6,75,1
20180473,F,233,NA,DSA (CCA),PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),A,C,,,D,,,S,E,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,1077,6,4.8,47.5,1
20180474,F,247,NA,IP (Y),SCHOOL Y,A,C,,,S,,,,E,E,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,A,A,Passed,1051,9,4.4,51.25,1
20180475,M,236,NA,JAE Ordinary Admission,FUHUA SECONDARY SCHOOL,B,D,,,A,,,,A,B,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,420,63,1.8,80,1
20180476,F,263,NA,IP (Y),SCHOOL Y,A,B,,,B,,,,A,A,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,A,A,Passed,192,83,1.4,85,1
20180477,F,267,NA,IP (Y),SCHOOL Y,A,B,,,C,,,,,,B,,,C,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,688,40,2.6,73.75,1
20180478,F,250,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,A,C,,,A,,,C,B,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,420,63,1.9,80,1
20180479,M,251,NA,IP (X),SCHOOL X,B,C,,,C,,,D,B,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,728,37,2.7,72.5,1
20180480,M,243,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,A,B,,,B,,,,A,A,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,A,E,Passed,65,94,1.2,87.5,1
20180481,M,258,NA,DSA,SCHOOL X,A,C,,,C,,,C,B,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,728,37,2.6,72.5,1
20180482,F,247,NA,JAE Ordinary Admission,SINGAPORE CHINESE GIRLS' SCHOOL,A,B,,,,,,,,,A,,,C,,A,,,,,,,,,,,,,B,,,,,,,,,,,,,,A,E,Passed,309,73,1.6,82.5,1
20180483,F,265,NA,IP (Y),SCHOOL Y,A,B,,,E,,,,D,C,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,A,A,Passed,814,29,3.2,68.75,2
20180484,F,267,NA,IP (Y),SCHOOL Y,A,C,,,U,,,,E,,,,,U,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,A,A,Passed,1115,3,5.2,40,1
20180485,F,261,NA,IP (Y),SCHOOL Y,A,B,,,C,,,E,C,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,A,A,Passed,688,40,2.8,73.75,2
20180486,M,255,NA,IP (X),SCHOOL X,B,C,,,A,,,C,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,361,68,1.8,81.25,1
20180487,M,257,NA,IP (X),SCHOOL X,A,B,,,A,,,,B,B,,,,D,,,,,,,,,,,,,,,,,,,,,,,UC,,,,,,A,A,Passed,420,63,2.1,80,1
20180488,F,241,NA,JAE Ordinary Admission,XINMIN SECONDARY SCHOOL,A,B,,,B,,,C,B,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,638,44,2.6,75,1
20180489,F,254,NA,IP (Y),SCHOOL Y,A,B,,,A,,,,A,B,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,267,76,1.7,83.75,1
20180490,F,269,NA,IP (Y),SCHOOL Y,A,B,,,A,,,,A,A,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,A,A,Passed,65,94,1.2,87.5,1
20180491,F,245,NA,JAE Ordinary Admission,CRESCENT GIRLS' SCHOOL,A,C,,,B,,,,A,B,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,470,59,2.1,78.75,1
20180492,M,238,NA,JAE Ordinary Admission,MARIS STELLA HIGH SCHOOL,B,D,,,A,B,,B,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,ME,,,,,B,E,Passed,594,48,2.2,76.25,1
20180493,M,248,NA,IP (X),SCHOOL X,B,C,,,B,,,E,C,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,B,B,Passed,887,23,3.3,65,1
20180494,M,244,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),A,D,,,U,,,,S,C,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,1051,9,4.3,51.25,2
20180495,F,260,NA,IP (Y),SCHOOL Y,A,B,,,D,,,,A,B,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,A,B,Passed,531,54,2.1,77.5,1
20180496,M,251,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,B,S,,,D,,,S,E,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,1085,6,4.7,46.25,1
20180497,F,264,NA,IP (Y),SCHOOL Y,A,A,,,A,,,,A,A,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,25,97,1.2,88.75,2
20180498,M,253,NA,IP (X),SCHOOL X,B,E,,,D,,,,U,,,,,,,D,,,,,,,,,,,,,,,,,,E,,,,,,,,,B,B,Passed,1100,4,4.6,43.75,1
20180499,F,239,NA,JAE Ordinary Admission,SWISS COTTAGE SECONDARY SCHOOL,A,D,,,U,,,,S,,,,,,,,,S,,,,,,,,,,,,,,,,B,,,,,,,,,A,D,Failed,1127,2,5.1,35,1
20180500,F,255,NA,IP (Y),SCHOOL Y,A,C,,,C,,,,A,B,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,A,A,Passed,420,63,1.9,80,1
