NEWID,GENDER,INTAKE,STREAM,SEC SCHOOL,RELIGION,CITIZENSHIP,REPEAT,MSG,L1R5,EL1,HMTL,MTL2,B2,DSS,BT,FE,EM,AM,PHY,CHM,BIO,PC,PB,CB,SSL,PE,COM,EC,PA,CH,SLC,SSH,SSG,HA,HMU,LEL,LCL,HSY,GEO,ART,MU,AL,CLB,IN,MSP,HH,HG,HL,IH,IHC,FR,GM,JP,EM2,AM2,PO2,CO2,BO2,EO2,GO2,IH2,LA2,SP
20190414,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,2.22,6,B3,A2,,,,,,A1,A1,A2,A2,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,
20190415,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.25,6,A2,A2,,,,,,B3,A1,A2,B3,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,
20190416,F,IP (Y),Arts,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,2.17,6,A2,A1,,,,,,A1,A2,,B4,B4,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,A1,,,,,,,,,,,,,,
20190417,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2,6,A2,A2,,,,,,A1,A1,A2,A1,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,
20190418,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.33,6,A2,B3,,,,,,A2,A2,B3,B4,A2,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,
20190419,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.78,6,A2,A2,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,A2,,,,B3,,,,,,,,,,,,,,,,,,,,,,,
20190420,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,3.28,6,A2,B3,,,,,,B4,B3,B3,B4,C5,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3,,,,,A2,,,B4,,,,,,
20190421,F,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,9,B3,C5,A1,,,,,A1,A1,A1,A2,A1,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190422,F,DSA,Science,METHODIST GIRLS' SCHOOL (SECONDARY),CHRISTIAN,SINGAPORE CITIZEN,,,6,A1,B3,A1,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,A1,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20190423,F,IP (Y),Science,SCHOOL Y,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,4.19,6,C5,C5,,,,,,B3,B3,C5,C6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3,,,,,A2,,B4,,,,,,,
20190424,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2,6,A2,B3,,,,,,A1,A2,A1,A1,,,,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,,,,,,,,,,,,,
20190425,M,JAE Ordinary Admission,Science,CHUNG CHENG HIGH SCHOOL (MAIN),NO RELIGION,SINGAPORE CITIZEN,,0,7,A1,A2,A1,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190426,M,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,7,A2,A2,A1,,,,,A1,A1,A2,A1,A1,,,,,,,,,,,A1,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20190427,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.9,6,B3,A1,,,,,,A1,A1,A1,A2,B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3,,,,A1,,,,,,,,,,
20190428,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.83,6,A2,A2,,,,,,A1,C5,A2,B4,B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,
20190429,F,JAE Ordinary Admission,Science,METHODIST GIRLS' SCHOOL (SECONDARY),NO RELIGION,SINGAPORE CITIZEN,,0,8,A2,C6,B3,,,,,A1,A1,A2,A2,,,,,A1,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190430,F,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,CHRISTIAN,SINGAPORE CITIZEN,,0,8,A2,B3,A1,,,,,A1,A1,A2,A2,A2,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190431,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE PR (CHINESE),,1.17,6,A2,A1,,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190432,M,JAE Ordinary Admission,Science,ST. JOSEPH'S INSTITUTION,NO RELIGION,SINGAPORE CITIZEN,,0,7,A2,,A1,,,,,A1,A1,A1,A2,,,,,,,,,,,,A1,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20190433,F,IP (Y),Science,SCHOOL Y,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,1.78,6,A2,A1,,,,,,A2,A1,A2,A1,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,
20190434,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,2.31,6,A2,F9,,,,,,A1,A1,A2,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,
20190435,F,JAE Ordinary Admission,Science,TANJONG KATONG GIRLS' SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,0,6,A1,B3,A1,,,,,A1,A1,A1,A2,A1,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190436,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,1.17,6,A2,A2,,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,A2,,,,,,,,,,,,
20190437,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.44,6,B3,A1,,,,,,A2,A1,A2,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,,
20190438,M,JAE Ordinary Admission,Science,CATHOLIC HIGH SCHOOL,CHRISTIAN,SINGAPORE CITIZEN,,0,6,A1,A1,A1,,,,,A1,A1,A1,A1,,,,,,,,,,,,A1,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20190439,M,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,7,A2,,B3,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,A1,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,
20190440,F,IP (Y),Science,SCHOOL Y,BUDDHIST,MYANMAR,,3.28,6,B3,B4,,,,,,B3,B3,B4,B3,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3,,,,,,A2,,,,,,,,
20190441,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.88,6,B3,A2,,,,,,B3,C5,A2,A2,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,
20190442,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.28,6,A1,A2,,,,,,A1,A1,A2,A1,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190443,F,JAE Ordinary Admission,Science,NAN CHIAU HIGH SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,0,7,A2,A2,A1,,,,,A1,A1,,B3,A1,,,,,,,,,,,,A1,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,
20190444,F,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,8,B3,B3,A1,,,,,A1,A1,B3,A1,A2,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190445,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.61,6,B3,A2,,,,,,A1,A2,,A2,B4,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,A2,,,,,,,,,,,,,,
20190446,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.65,6,B3,A2,,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,
20190447,M,IP (X),Science,SCHOOL X,BUDDHIST,MALAYSIAN,,2,6,B3,A2,,,,,,A1,A1,A2,A2,,,,,,,,,,,,,,,,B3,,,,,,,,,A1,,,,,,,,,,,,,,,,,,
20190448,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.6,6,A2,B3,,,,,,A1,A1,A2,B3,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190449,F,DSA (CCA),Science,SINGAPORE CHINESE GIRLS' SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,,9,A1,,A1,,,,,A2,B3,A2,A2,B3,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190450,F,JAE Ordinary Admission,Science,CEDAR GIRLS' SECONDARY SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,6,A1,B3,A1,,,,,A1,A1,A1,A2,A1,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190451,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,1.89,6,A2,B3,,,,,,A1,A1,A1,A2,B3,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190452,F,JAE Ordinary Admission,Science,CEDAR GIRLS' SECONDARY SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,0,6,A1,A1,A1,,,,,A1,A1,,A1,A2,,,,,,,,,,,,A1,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,
20190453,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.5,6,B3,B3,,,,,,A1,A2,B3,B3,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,A1,,,,,,,,,,,,,,
20190454,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2,6,B4,A2,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,
20190455,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.11,6,A2,A2,,,,,,A1,A1,B3,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190456,F,JAE Ordinary Admission,Science,ZHONGHUA SECONDARY SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,0,7,B3,A2,A1,,,,,A1,A1,A1,A1,A2,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190457,M,JAE Ordinary Admission,Science,NGEE ANN SECONDARY SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,8,A1,B3,A2,,,,,A1,A2,A1,A2,B3,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190458,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.25,6,B3,B4,,,,,,A1,A1,A2,B3,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,
20190459,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.2,6,B3,B3,,,,,,A2,A2,B3,A2,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190460,F,JAE Ordinary Admission,Arts,CHIJ ST. NICHOLAS GIRLS' SCHOOL,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,0,8,A1,C5,A2,,,,,A1,B3,,A2,A1,,,,,,,,,,,A2,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190461,M,JAE Ordinary Admission,Science,TANJONG KATONG SECONDARY SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,7,A2,B3,A2,,,,,A1,A1,A1,A1,,,,,,,,,,,,A1,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,
20190462,M,IP (X),Science,SCHOOL X,BUDDHIST,SINGAPORE CITIZEN,,1.44,6,A2,A2,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,A2,,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,
20190463,F,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,0,7,A2,A1,A1,,,,,A2,A1,A2,A1,A1,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190464,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.65,6,A2,B3,,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190465,F,DSA (CCA),Science,BUKIT PANJANG GOVT. HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,,13,C6,,A2,,,,,A2,A1,B3,A2,,,,,A1,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20190466,M,IP (X),Arts,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2,6,A2,A2,,,,,,A1,A1,A1,B3,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190467,M,DSA (CCA),Science,RAFFLES INSTITUTION,CHRISTIAN,SINGAPORE CITIZEN,,,15,B4,,C5,,,,,A1,A1,B3,B3,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190468,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.88,6,A2,B3,,,,,,A1,A1,A2,A2,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,
20190469,M,JAE Ordinary Admission,Science,ANGLICAN HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,7,B3,A2,A1,,,,,A1,A1,A1,A1,A2,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190470,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,2.31,6,B3,B3,,,,,,A2,A1,A2,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190471,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,2.5,6,A2,A2,,,,,,A2,A1,,A2,B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,
20190472,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.17,6,A2,A1,,,,,,A2,A1,A2,A2,B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,A2,,,,,,,,,,,,
20190473,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.6,6,A2,A2,,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190474,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,2.22,6,B3,B3,,,,,,A1,A1,A2,A2,A2,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,,,,,,,,,,
20190475,F,IP (Y),Science,SCHOOL Y,TAOIST,SINGAPORE CITIZEN,,1.88,6,A2,A2,,,,,,A1,A1,,A2,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190476,M,JAE Ordinary Admission,Science,FAIRFIELD METHODIST SCHOOL (SECONDARY),BUDDHIST,SINGAPORE CITIZEN,,0,6,A1,A2,A1,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190477,F,DSA,Science,CHIJ ST. NICHOLAS GIRLS' SCHOOL,CHRISTIAN,SINGAPORE PR (MALAYSIAN),,,7,A1,,A2,,,,,A1,A1,,A1,A1,,,,,,,,,,,B3,,,,A2,,,,,A1,,,,,,,,,,,,,,,,,,,,,,
20190478,F,IP (Y),Science,SCHOOL Y,FREE THINKER,SINGAPORE CITIZEN,,3.88,6,B4,B3,,,,,,B4,C5,,B3,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,B4,,,,,A1,C5,,,,,,,,
20190479,F,JAE Ordinary Admission,Science,CHIJ ST. NICHOLAS GIRLS' SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,6,A2,A1,A1,,,,,A1,A1,,A1,A1,,,,,,,,,,,,A1,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190480,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.61,6,A2,A1,,,,,,A1,A1,A1,A1,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,,
20190481,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,2.67,6,B4,B3,,,,,,A1,B3,A1,A2,A2,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,,,,,,,,,,
20190482,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,2.25,6,A2,A2,,,,,,A2,B4,,B4,C5,,,,,,,,,,,,,,,,,A1,,,,,,,A1,,,,A1,,,,,,,,,,,,,,
20190483,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.6,6,B3,A1,,,,,,A1,A1,A1,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190484,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.33,6,B3,B3,,,,,,A1,A1,A2,B4,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,
20190485,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,3.39,6,B4,D7,,,,,,A2,A2,B4,C6,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,B3,,,,,,,A2,C5,,,,,B3,
20190486,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.78,6,A2,A2,,,,,,A1,A1,A1,A2,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2,,,A1,,,,,,,,,,,
20190487,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.22,6,B3,A1,,,,,,A1,B3,B3,B3,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,A2,,,,,,,,,,,,,,
20190488,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.3,6,A1,A2,,,,,,A1,A1,B3,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190489,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.63,6,B3,B3,,,,,,A1,B3,A1,B3,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,,,,,,,,,,
20190490,M,DSA (CCA),Science,CATHOLIC HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,,9,A2,C6,B3,,,,,A1,A1,A1,A2,,,,,,A1,,,,,,,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190491,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1,6,A1,A1,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190492,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,2.17,6,A2,A2,,,,,,A1,A2,A2,B4,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190493,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.44,6,A2,A2,,,,,,A1,A1,,B3,C5,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,B3,,,,,,,,,,,,,,
20190494,M,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,CHRISTIAN,SINGAPORE PR (CHINESE),,0,7,B3,A2,A1,,,,,A1,A1,A1,A1,A2,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190495,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,1.17,6,A2,A1,,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190496,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.5,6,B3,B3,,,,,,A1,A2,B3,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,
20190497,M,IP (X),Arts,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.56,6,A2,A2,,,,,,A1,A1,A2,A2,,,,,,,,,,,,,,,,,,,A1,,,,,,A1,,,,,,,,,,,,,,,,,,
20190498,F,IP (Y),Arts,SCHOOL Y,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,1.56,6,A2,A1,,,,,,A1,A1,,A1,B3,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,A1,,,,,,,,,,,,,,
20190499,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,1.61,6,A1,A1,,,,,,A2,A2,,A1,B3,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190500,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,1.44,6,A2,A2,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
